Entry	Entry name	Status	Protein names	Gene names	Cross-reference (KEGG)	Organism	Length	Pathway	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Annotation	Caution	Features	Gene ontology IDs	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Signal peptide	Transit peptide	Cross-reference (Bgee)	Cross-reference (CollecTF)	Cross-reference (BioCyc)	Cross-reference (RefSeq)
Q7V3R5	PURL_PROMP	reviewed	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL PMM0003	pmm:PMM0003;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	779	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole from N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00420}.	PMM0003	purL		3 out of 5		Active site (2); Binding site (7); Chain (1); Metal binding (4); Region (2)	GO:0000287; GO:0004642; GO:0005524; GO:0005737; GO:0006189	'de novo' IMP biosynthetic process [GO:0006189]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]						WP_011131641.1;
Q7V1W1	THF1_PROMP	reviewed	Protein Thf1	thf1 PMM0741	pmm:PMM0741;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	202		PMM0741	thf1		2 out of 5		Chain (1); Coiled coil (1); Erroneous initiation (1)	GO:0010207	photosystem II assembly [GO:0010207]								
Q7V3B0	NDHH_PROMP	reviewed	NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H)	ndhH PMM0172	pmm:PMM0172;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	395		PMM0172	ndhH		3 out of 5		Chain (1)	GO:0016655; GO:0019684; GO:0031676; GO:0048038; GO:0051287	photosynthesis, light reaction [GO:0019684]	plasma membrane-derived thylakoid membrane [GO:0031676]	NAD binding [GO:0051287]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]						WP_011131811.1;
Q7V300	PSBE_PROMP	reviewed	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE PMM0297	pmm:PMM0297;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	84		PMM0297	psbE		3 out of 5		Chain (1); Metal binding (1); Transmembrane (1)	GO:0005506; GO:0009055; GO:0009523; GO:0009767; GO:0016021; GO:0020037; GO:0031676	photosynthetic electron transport chain [GO:0009767]	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]						
Q7TU90	TRPD_PROMP	reviewed	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD PMM0952	pmm:PMM0952;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	343	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_00211}.	PMM0952	trpD		3 out of 5		Binding site (6); Chain (1); Metal binding (4); Region (3)	GO:0000162; GO:0000287; GO:0004048	tryptophan biosynthetic process [GO:0000162]		anthranilate phosphoribosyltransferase activity [GO:0004048]; magnesium ion binding [GO:0000287]						WP_011132585.1;
Q9RC07	PSAB_PROMP	reviewed	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB PMM1523	pmm:PMM1523;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	742		PMM1523	psaB		3 out of 5		Binding site (2); Chain (1); Metal binding (4); Transmembrane (11)	GO:0000287; GO:0009055; GO:0009522; GO:0015979; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0051539	photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]	4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]						WP_011133151.1;
Q7V3Q0	Y020_PROMP	reviewed	Nucleoid-associated protein PMM0020	PMM0020	pmm:PMM0020;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	116		PMM0020			2 out of 5		Chain (1); Region (1)	GO:0003677; GO:0005737; GO:0043590		bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]	DNA binding [GO:0003677]						WP_011131658.1;
Q7V3E4	YCF3_PROMP	reviewed	Photosystem I assembly protein Ycf3	ycf3 PMM0132	pmm:PMM0132;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	173		PMM0132	ycf3		2 out of 5		Chain (1); Repeat (3)	GO:0015979; GO:0031676	photosynthesis [GO:0015979]	plasma membrane-derived thylakoid membrane [GO:0031676]							WP_011131771.1;
P59920	Y439_PROMP	reviewed	UPF0284 protein PMM0439	PMM0439	pmm:PMM0439;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	385		PMM0439			1 out of 5		Chain (1)	GO:0008939			nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity [GO:0008939]						WP_011132075.1;
Q7UZJ9	THIG_PROMP	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG PMM1664	pmm:PMM1664;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	265	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00443}.	PMM1664	thiG		3 out of 5		Active site (1); Binding site (1); Chain (1); Region (2)	GO:0005737; GO:0009229; GO:1990107	thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]	thiazole synthase activity [GO:1990107]						WP_011133291.1;
Q7TUG0	TGT_PROMP	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt PMM0271	pmm:PMM0271;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	372	PATHWAY: tRNA modification; tRNA-queuosine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00168}.	PMM0271	tgt		3 out of 5		Active site (2); Binding site (3); Chain (1); Metal binding (4); Region (3)	GO:0008479; GO:0008616; GO:0046872; GO:0101030	queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030]		metal ion binding [GO:0046872]; queuine tRNA-ribosyltransferase activity [GO:0008479]						WP_011131908.1;
Q7TU31	TRUA_PROMP	reviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA PMM1533	pmm:PMM1533;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	268		PMM1533	truA		3 out of 5		Active site (1); Binding site (1); Chain (1)	GO:0003723; GO:0031119; GO:0106029	tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]						WP_011133161.1;
Q7UZW8	RL13_PROMP	reviewed	50S ribosomal protein L13	rplM rpl13 PMM1532	pmm:PMM1532;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	143		PMM1532	rplM	rpl13	2 out of 5		Chain (1)	GO:0003735; GO:0005840; GO:0006412	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]						WP_011133160.1;
Q7V1C3	UPPP_PROMP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk PMM0956	pmm:PMM0956;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	266		PMM0956	uppP	bacA upk	3 out of 5		Chain (1); Transmembrane (8)	GO:0005886; GO:0008360; GO:0009252; GO:0016021; GO:0016311; GO:0046677; GO:0050380; GO:0071555	cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	undecaprenyl-diphosphatase activity [GO:0050380]						WP_011132589.1;
P59882	TRUB_PROMP	reviewed	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB PMM1347	pmm:PMM1347;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	305		PMM1347	truB		2 out of 5		Active site (1); Chain (1)	GO:0003723; GO:0031119; GO:0106029	tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]						WP_011132981.1;
Q7V2H1	PURA_PROMP	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA adeK PMM0506	pmm:PMM0506;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	436	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	PMM0506	purA	adeK	3 out of 5		Active site (2); Binding site (6); Chain (1); Metal binding (2); Nucleotide binding (4); Region (3)	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208	'de novo' AMP biosynthetic process [GO:0044208]	cytoplasm [GO:0005737]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]						WP_011132141.1;
Q7V2L4	UCRI_PROMP	reviewed	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC PMM0462	pmm:PMM0462;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	178		PMM0462	petC		3 out of 5		Chain (1); Disulfide bond (1); Domain (1); Metal binding (4); Transmembrane (1)	GO:0009496; GO:0015979; GO:0016021; GO:0031676; GO:0045158; GO:0046872; GO:0051537	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; plastoquinol--plastocyanin reductase activity [GO:0009496]						WP_011132098.1;
Q7V2J5	Y481_PROMP	reviewed	UPF0234 protein PMM0481	PMM0481	pmm:PMM0481;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	165		PMM0481			1 out of 5		Chain (1)										WP_011132116.1;
Q7V368	OBG_PROMP	reviewed	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg PMM0218	pmm:PMM0218;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	327		PMM0218	obg		3 out of 5		Chain (1); Domain (2); Metal binding (2); Nucleotide binding (5)	GO:0000287; GO:0003924; GO:0005524; GO:0005525; GO:0005737; GO:0042254	ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]						WP_011131857.1;
Q7TUG1	PUR9_PROMP	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PMM0266	pmm:PMM0266;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	517	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide (10-formyl THF route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; IMP from 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.	PMM0266	purH		3 out of 5		Chain (1); Domain (1)	GO:0003937; GO:0004643; GO:0006189	'de novo' IMP biosynthetic process [GO:0006189]		IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]						WP_011131903.1;
Q7UZW5	RS11_PROMP	reviewed	30S ribosomal protein S11	rpsK rps11 PMM1536	pmm:PMM1536;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	130		PMM1536	rpsK	rps11	2 out of 5		Chain (1)	GO:0003735; GO:0005840; GO:0006412; GO:0019843	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]						WP_011133164.1;
Q7UZP7	THIC_PROMP	reviewed	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC PMM1611	pmm:PMM1611;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	456	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00089}.	PMM1611	thiC		3 out of 5		Binding site (6); Chain (1); Metal binding (5); Region (2)	GO:0008270; GO:0009228; GO:0009229; GO:0016830; GO:0051539	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]		4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]						WP_011133238.1;
Q7V2K6	TSAD_PROMP	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp PMM0470	pmm:PMM0470;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	356		PMM0470	tsaD	gcp	3 out of 5		Binding site (3); Chain (1); Metal binding (3); Region (1)	GO:0002949; GO:0005506; GO:0005737; GO:0061711	tRNA threonylcarbamoyladenosine modification [GO:0002949]	cytoplasm [GO:0005737]	iron ion binding [GO:0005506]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]						WP_011132106.1;
Q7V0I7	SYFA_PROMP	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS PMM1270	pmm:PMM1270;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	335		PMM1270	pheS		3 out of 5		Chain (1); Metal binding (1)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]						WP_011132904.1;
Q7TU65	RS16_PROMP	reviewed	30S ribosomal protein S16	rpsP rps16 PMM1285	pmm:PMM1285;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	114		PMM1285	rpsP	rps16	2 out of 5		Chain (1)	GO:0003735; GO:0005840; GO:0006412	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]						WP_011132919.1;
Q7UZY8	RS10_PROMP	reviewed	30S ribosomal protein S10	rpsJ rps10 PMM1507	pmm:PMM1507;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106		PMM1507	rpsJ	rps10	2 out of 5		Chain (1)	GO:0000049; GO:0003735; GO:0005840; GO:0006412	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]						WP_011133135.1;
Q7V301	YC48L_PROMP	reviewed	Ycf48-like protein	PMM0296	pmm:PMM0296;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	337		PMM0296			2 out of 5		Chain (1); Repeat (4); Signal peptide (1)					SIGNAL 1..25;  /evidence="ECO:0000255|HAMAP-Rule:MF_01348"					WP_011131933.1;
Q7V2X3	PSAE_PROMP	reviewed	Photosystem I reaction center subunit IV	psaE PMM0329	pmm:PMM0329;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	69		PMM0329	psaE		2 out of 5		Chain (1)	GO:0009538; GO:0015979; GO:0031676	photosynthesis [GO:0015979]	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]							WP_011131966.1;
Q7V0R8	YIDC_PROMP	reviewed	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC PMM1186	pmm:PMM1186;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	379		PMM1186	yidC		2 out of 5		Chain (1); Transmembrane (4)	GO:0005886; GO:0015031; GO:0016021; GO:0032977	protein transport [GO:0015031]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	membrane insertase activity [GO:0032977]						WP_011132820.1;
Q7V1R4	YQGF_PROMP	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	PMM0791	pmm:PMM0791;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	151		PMM0791			2 out of 5		Chain (1)	GO:0000967; GO:0004518; GO:0005737	rRNA 5'-end processing [GO:0000967]	cytoplasm [GO:0005737]	nuclease activity [GO:0004518]						WP_011132425.1;
Q7V0I3	THIE_PROMP	reviewed	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE PMM1274	pmm:PMM1274;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	351	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01327}.	PMM1274	thiE		3 out of 5	CAUTION: Asn-213 is present instead of the conserved Asp which is expected to be a metal binding residue. {ECO:0000305}.	Binding site (4); Chain (1); Metal binding (2); Region (5)	GO:0000287; GO:0004789; GO:0009228; GO:0009229	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]		magnesium ion binding [GO:0000287]; thiamine-phosphate diphosphorylase activity [GO:0004789]						WP_011132908.1;
Q7V100	TRHO_PROMP	reviewed	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	trhO PMM1094	pmm:PMM1094;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	310		PMM1094	trhO		2 out of 5		Active site (1); Chain (1); Domain (1)	GO:0006400; GO:0016705	tRNA modification [GO:0006400]		oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]						WP_011132727.1;
Q7TUC8	TRPA_PROMP	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA PMM0572	pmm:PMM0572;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	279	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_00131}.	PMM0572	trpA		2 out of 5		Active site (2); Chain (1)	GO:0004834			tryptophan synthase activity [GO:0004834]						WP_011132206.1;
Q7V3A1	YBEY_PROMP	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY PMM0182	pmm:PMM0182;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	180		PMM0182	ybeY		2 out of 5		Chain (1); Metal binding (3)	GO:0004222; GO:0004521; GO:0005737; GO:0006364; GO:0008270	rRNA processing [GO:0006364]	cytoplasm [GO:0005737]	endoribonuclease activity [GO:0004521]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]						WP_011131821.1;
Q7V0R5	PNP_PROMP	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PMM1191	pmm:PMM1191;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	721		PMM1191	pnp		3 out of 5		Chain (1); Domain (2); Metal binding (2)	GO:0000287; GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]						WP_011132825.1;
Q7V0U6	YCF4_PROMP	reviewed	Photosystem I assembly protein Ycf4	ycf4 PMM1156	pmm:PMM1156;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	185		PMM1156	ycf4		2 out of 5		Chain (1); Transmembrane (2)	GO:0009522; GO:0015979; GO:0016021; GO:0031676	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]							WP_011132790.1;
Q7V1B1	UREF_PROMP	reviewed	Urease accessory protein UreF	ureF PMM0968	pmm:PMM0968;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	228		PMM0968	ureF		2 out of 5		Chain (1)	GO:0005737; GO:0006807; GO:0016151	nitrogen compound metabolic process [GO:0006807]	cytoplasm [GO:0005737]	nickel cation binding [GO:0016151]						WP_011132601.1;
Q7V3P9	MURB_PROMP	reviewed	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB PMM0021	pmm:PMM0021;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	296	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00037}.	PMM0021	murB		3 out of 5		Active site (3); Chain (1); Domain (1)	GO:0005737; GO:0007049; GO:0008360; GO:0008762; GO:0009252; GO:0051301; GO:0071555; GO:0071949	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	FAD binding [GO:0071949]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]						WP_011131659.1;
