"locus_tag","type","gene","gene_biotype","old_locus_tag","product","protein_id"
"ACZ81_RS05250","gene","flhF","protein_coding","ACZ81_05255","flagellar biosynthesis protein FlhF","WP_061485040.1"
"ACZ81_RS05255","gene",NA,"protein_coding","ACZ81_05260","MinD/ParA family protein","WP_014948648.1"
"ACZ81_RS05260","gene",NA,"protein_coding","ACZ81_05265","RNA polymerase sigma factor FliA","WP_014948649.1"
"ACZ81_RS05265","gene","cheY","protein_coding","ACZ81_05270","chemotaxis response regulator CheY","WP_012517682.1"
"ACZ81_RS05270","gene",NA,"protein_coding","ACZ81_05275","protein phosphatase CheZ","WP_014948650.1"
"ACZ81_RS05275","gene",NA,"protein_coding","ACZ81_05280","chemotaxis protein CheA","WP_049588036.1"
"ACZ81_RS05280","gene",NA,"protein_coding","ACZ81_05285","chemotaxis response regulator protein-glutamate methylesterase","WP_014975914.1"
"ACZ81_RS05285","gene",NA,"protein_coding","ACZ81_05290","ParA family protein","WP_014948652.1"
"ACZ81_RS05290","gene",NA,"protein_coding","ACZ81_05295","chemotaxis protein CheW","WP_014948653.1"
"ACZ81_RS05295","gene",NA,"protein_coding","ACZ81_05300","chemotaxis protein CheW","WP_014948654.1"
"ACZ81_RS05300","gene",NA,"protein_coding","ACZ81_05305","DUF2802 domain-containing protein","WP_061485042.1"
"ACZ81_RS05305","gene","metA","protein_coding","ACZ81_05310","homoserine O-succinyltransferase","WP_039224879.1"
"ACZ81_RS05310","gene",NA,"protein_coding","ACZ81_05315","homocysteine S-methyltransferase family protein","WP_061485044.1"
"ACZ81_RS05315","gene","metH","protein_coding","ACZ81_05320","methionine synthase","WP_061485046.1"
"ACZ81_RS05320","gene",NA,"protein_coding","ACZ81_05325","DUF938 domain-containing protein","WP_061485050.1"
"ACZ81_RS05325","gene",NA,"protein_coding","ACZ81_05330","pyrimidine/purine nucleoside phosphorylase","WP_014948660.1"
"ACZ81_RS05330","gene",NA,"protein_coding","ACZ81_05335","methyl-accepting chemotaxis protein","WP_061485052.1"
"ACZ81_RS05335","gene",NA,"protein_coding","ACZ81_05340","LysR family transcriptional regulator","WP_232376018.1"
"ACZ81_RS05340","gene",NA,"protein_coding","ACZ81_05345","hydrogen peroxide-inducible genes activator","WP_061485055.1"
"ACZ81_RS05345","gene",NA,"protein_coding","ACZ81_05350","carbonic anhydrase","WP_014948664.1"
"ACZ81_RS05350","gene",NA,"protein_coding","ACZ81_05355","SulP family inorganic anion transporter","WP_014948665.1"
"ACZ81_RS21300","gene",NA,"protein_coding","ACZ81_05360","hypothetical protein","WP_168463716.1"
"ACZ81_RS05360","gene","ltrA","protein_coding","ACZ81_05365","group II intron reverse transcriptase/maturase","WP_061485059.1"
"ACZ81_RS05365","gene",NA,"protein_coding","ACZ81_05370","TonB-dependent receptor","WP_061485061.1"
"ACZ81_RS05370","gene","betI","protein_coding","ACZ81_05375","transcriptional regulator BetI","WP_081106132.1"
"ACZ81_RS05375","gene",NA,"protein_coding","ACZ81_05380","M13 family metallopeptidase","WP_014975918.1"
"ACZ81_RS05380","gene",NA,"protein_coding","ACZ81_05385","GNAT family N-acetyltransferase","WP_061485065.1"
"ACZ81_RS05385","gene",NA,"protein_coding","ACZ81_05390","recombination regulator RecX","WP_061485067.1"
"ACZ81_RS05390","gene","alaS","protein_coding","ACZ81_05395","alanine--tRNA ligase","WP_061485069.1"
"ACZ81_RS05395","gene","csrA","protein_coding","ACZ81_05400","carbon storage regulator CsrA","WP_012517705.1"
"ACZ81_RS05400","gene",NA,"tRNA","ACZ81_05405","tRNA-Ser",NA
"ACZ81_RS05405","gene",NA,"tRNA","ACZ81_05410","tRNA-Arg",NA
"ACZ81_RS05410","gene",NA,"tRNA","ACZ81_05415","tRNA-Arg",NA
"ACZ81_RS05415","pseudogene",NA,"pseudogene","ACZ81_05420","acyl-CoA thioesterase",NA
"ACZ81_RS05420","gene",NA,"protein_coding","ACZ81_05425","OadG family protein","WP_061485071.1"
"ACZ81_RS05425","gene","oadA","protein_coding","ACZ81_05430","sodium-extruding oxaloacetate decarboxylase subunit alpha","WP_061485073.1"
"ACZ81_RS05430","gene",NA,"protein_coding","ACZ81_05435","sodium ion-translocating decarboxylase subunit beta","WP_014948675.1"
"ACZ81_RS05435","gene",NA,"protein_coding","ACZ81_05440","ATP-binding cassette domain-containing protein","WP_014948676.1"
"ACZ81_RS05440","gene",NA,"protein_coding","ACZ81_05445","ATP-binding cassette domain-containing protein","WP_014948677.1"
"ACZ81_RS05445","gene",NA,"protein_coding","ACZ81_05450","ABC transporter permease subunit","WP_014948678.1"
"ACZ81_RS05450","gene",NA,"protein_coding","ACZ81_05455","ABC transporter permease","WP_014948679.1"
"ACZ81_RS05455","gene",NA,"protein_coding","ACZ81_05460","ABC transporter substrate-binding protein","WP_014975926.1"
"ACZ81_RS05460","gene","pspF","protein_coding","ACZ81_05465","phage shock protein operon transcriptional activator","WP_061485076.1"
"ACZ81_RS05465","gene","pspA","protein_coding","ACZ81_05470","phage shock protein PspA","WP_014948682.1"
"ACZ81_RS05470","gene","pspB","protein_coding","ACZ81_05475","envelope stress response membrane protein PspB","WP_014948683.1"
"ACZ81_RS05475","gene","pspC","protein_coding","ACZ81_05480","envelope stress response membrane protein PspC","WP_014948684.1"
"ACZ81_RS05480","gene","phhA","protein_coding","ACZ81_05485","phenylalanine 4-monooxygenase","WP_014948685.1"
"ACZ81_RS05485","gene","tyrR","protein_coding","ACZ81_05490","transcriptional regulator TyrR","WP_014948686.1"
"ACZ81_RS05490","gene",NA,"protein_coding","ACZ81_05495","fumarylacetoacetate hydrolase family protein","WP_061485077.1"
"ACZ81_RS05495","gene","maiA","protein_coding","ACZ81_05500","maleylacetoacetate isomerase","WP_061485079.1"
"ACZ81_RS05500","gene",NA,"protein_coding","ACZ81_05505","Lrp/AsnC family transcriptional regulator","WP_014948689.1"
"ACZ81_RS05505","gene",NA,"protein_coding","ACZ81_05510","Glu/Leu/Phe/Val dehydrogenase","WP_061485081.1"
"ACZ81_RS05510","gene","ffs","SRP_RNA",NA,"signal recognition particle sRNA small type",NA
"ACZ81_RS05515","gene",NA,"protein_coding","ACZ81_05515","late competence development ComFB family protein","WP_014948691.1"
"ACZ81_RS05520","gene",NA,"protein_coding","ACZ81_05520","tryptophan 2%2C3-dioxygenase family protein","WP_061485082.1"
"ACZ81_RS05525","gene",NA,"protein_coding","ACZ81_05525","TonB-dependent receptor","WP_061485084.1"
"ACZ81_RS05530","gene",NA,"protein_coding","ACZ81_05530","TonB-dependent receptor","WP_061485087.1"
"ACZ81_RS05535","gene",NA,"protein_coding","ACZ81_05535","2OG-Fe(II) oxygenase","WP_061485089.1"
"ACZ81_RS05540","gene",NA,"protein_coding","ACZ81_05540","hypothetical protein","WP_061485090.1"
"ACZ81_RS05545","gene",NA,"protein_coding","ACZ81_05545","aspartyl/asparaginyl beta-hydroxylase domain-containing protein","WP_061485092.1"
"ACZ81_RS05550","gene",NA,"protein_coding","ACZ81_05550","tetratricopeptide repeat protein","WP_061485094.1"
"ACZ81_RS05555","gene",NA,"protein_coding","ACZ81_05555","2OG-Fe(II) oxygenase","WP_014975937.1"
"ACZ81_RS05560","gene",NA,"protein_coding","ACZ81_05560","DUF3450 domain-containing protein","WP_014948702.1"
"ACZ81_RS05565","gene",NA,"protein_coding","ACZ81_05565","MotA/TolQ/ExbB proton channel family protein","WP_014975938.1"
"ACZ81_RS05570","gene",NA,"protein_coding","ACZ81_05570","MotA/TolQ/ExbB proton channel family protein","WP_012517736.1"
"ACZ81_RS05575","gene",NA,"protein_coding","ACZ81_05575","biopolymer transporter ExbD","WP_012517737.1"
"ACZ81_RS05580","gene",NA,"protein_coding","ACZ81_05580","energy transducer TonB","WP_014948704.1"
"ACZ81_RS05585","gene",NA,"protein_coding","ACZ81_05585","tetratricopeptide repeat protein","WP_014975939.1"
"ACZ81_RS05590","gene",NA,"protein_coding","ACZ81_05590","GNAT family N-acetyltransferase","WP_061485096.1"
"ACZ81_RS05595","gene",NA,"protein_coding","ACZ81_05595","acyl-CoA thioesterase","WP_012517742.1"
"ACZ81_RS05600","gene",NA,"protein_coding","ACZ81_05600","TonB-dependent receptor","WP_061485098.1"
"ACZ81_RS05605","gene",NA,"protein_coding","ACZ81_05605","hypothetical protein","WP_014948708.1"
"ACZ81_RS05610","gene","pnuC","protein_coding","ACZ81_05610","nicotinamide riboside transporter PnuC","WP_014948709.1"
"ACZ81_RS05615","gene",NA,"protein_coding","ACZ81_05615","phosphotransferase","WP_232375994.1"
"ACZ81_RS05620","gene",NA,"tRNA","ACZ81_05620","tRNA-Trp",NA
"ACZ81_RS05625","gene",NA,"protein_coding","ACZ81_05625","hypothetical protein","WP_061485102.1"
"ACZ81_RS05630","gene","rimI","protein_coding","ACZ81_05630","ribosomal protein S18-alanine N-acetyltransferase","WP_014948712.1"
"ACZ81_RS05635","gene",NA,"protein_coding","ACZ81_05635","hypothetical protein","WP_061485105.1"
"ACZ81_RS05640","gene",NA,"protein_coding","ACZ81_05640","DMT family transporter","WP_014948714.1"
"ACZ81_RS05645","gene",NA,"protein_coding","ACZ81_05645","LysR substrate-binding domain-containing protein","WP_061485107.1"
"ACZ81_RS05650","pseudogene",NA,"pseudogene","ACZ81_05650","MFS transporter",NA
"ACZ81_RS05655","gene",NA,"protein_coding","ACZ81_05655","TIGR03571 family LLM class oxidoreductase","WP_061485109.1"
"ACZ81_RS05660","gene","dkgB","protein_coding","ACZ81_05660","2%2C5-didehydrogluconate reductase DkgB","WP_061485111.1"
"ACZ81_RS05665","gene",NA,"protein_coding","ACZ81_05665","alcohol dehydrogenase catalytic domain-containing protein","WP_061485113.1"
"ACZ81_RS05670","gene",NA,"protein_coding","ACZ81_05670","DUF2955 domain-containing protein","WP_020743114.1"
"ACZ81_RS05675","gene",NA,"protein_coding","ACZ81_05675","HlyD family secretion protein","WP_014975955.1"
"ACZ81_RS05680","gene",NA,"protein_coding","ACZ81_05680","MarR family transcriptional regulator","WP_014948722.1"
"ACZ81_RS05685","gene","btsR","protein_coding","ACZ81_05685","two-component system response regulator BtsR","WP_014975956.1"
"ACZ81_RS05690","gene",NA,"protein_coding","ACZ81_05690","sensor histidine kinase","WP_061485115.1"
"ACZ81_RS05695","gene",NA,"protein_coding","ACZ81_05695","carbon starvation protein A","WP_061485116.1"
"ACZ81_RS05700","gene","prfC","protein_coding","ACZ81_05700","peptide chain release factor 3","WP_014948726.1"
"ACZ81_RS05705","gene","argS","protein_coding","ACZ81_05705","arginine--tRNA ligase","WP_014948727.1"
"ACZ81_RS05710","gene",NA,"protein_coding","ACZ81_05710","NAD(P)H-dependent oxidoreductase","WP_014975958.1"
"ACZ81_RS05715","gene",NA,"protein_coding","ACZ81_05715","tetratricopeptide repeat-containing sulfotransferase family protein","WP_061485118.1"
"ACZ81_RS05720","gene",NA,"protein_coding","ACZ81_05720","pentapeptide repeat-containing protein","WP_061485120.1"
"ACZ81_RS05725","gene",NA,"protein_coding","ACZ81_05725","methanol/ethanol family PQQ-dependent dehydrogenase","WP_061485122.1"
"ACZ81_RS05730","gene",NA,"protein_coding","ACZ81_05730","response regulator transcription factor","WP_014975961.1"
"ACZ81_RS05735","gene",NA,"protein_coding","ACZ81_05735","DUF2891 domain-containing protein","WP_061485124.1"
"ACZ81_RS05740","gene",NA,"protein_coding","ACZ81_05740","PLP-dependent cysteine synthase family protein","WP_061485126.1"
"ACZ81_RS05745","gene",NA,"protein_coding","ACZ81_05745","endonuclease/exonuclease/phosphatase family protein","WP_061485128.1"
"ACZ81_RS21475","gene",NA,"protein_coding",NA,"hypothetical protein","WP_232376019.1"
"ACZ81_RS21480","gene",NA,"protein_coding",NA,"diguanylate cyclase","WP_232375995.1"
"ACZ81_RS05755","gene",NA,"protein_coding","ACZ81_05755","DUF417 family protein","WP_061485130.1"
"ACZ81_RS05760","gene",NA,"protein_coding","ACZ81_05760","hypothetical protein","WP_014948738.1"
"ACZ81_RS05765","gene",NA,"protein_coding","ACZ81_05765","hypothetical protein","WP_232375996.1"
"ACZ81_RS05770","gene",NA,"protein_coding","ACZ81_05770","LysR family transcriptional regulator","WP_061485132.1"
"ACZ81_RS05775","gene",NA,"protein_coding","ACZ81_05775","SDR family oxidoreductase","WP_049585798.1"
"ACZ81_RS05780","gene",NA,"protein_coding","ACZ81_05780","DUF2177 family protein","WP_014948742.1"
"ACZ81_RS05785","gene",NA,"protein_coding","ACZ81_05785","acyl-CoA desaturase","WP_081106068.1"
"ACZ81_RS05790","gene",NA,"protein_coding","ACZ81_05790","FAD-binding oxidoreductase","WP_232375997.1"
"ACZ81_RS05795","gene",NA,"protein_coding","ACZ81_05795","alkene reductase","WP_061485136.1"
"ACZ81_RS05800","gene",NA,"protein_coding","ACZ81_05800","hypothetical protein","WP_014948746.1"
"ACZ81_RS05805","gene","prfB","protein_coding","ACZ81_05805","peptide chain release factor 2","WP_101563798.1"
"ACZ81_RS05810","gene","lysS","protein_coding","ACZ81_05810","lysine--tRNA ligase","WP_014948748.1"
"ACZ81_RS05815","gene",NA,"protein_coding","ACZ81_05815","2-dehydropantoate 2-reductase","WP_061485138.1"
"ACZ81_RS05820","gene",NA,"protein_coding","ACZ81_05820","pseudouridine synthase","WP_061485140.1"
"ACZ81_RS05825","gene",NA,"protein_coding","ACZ81_05825","Hpt domain-containing protein","WP_014948751.1"
"ACZ81_RS05830","gene",NA,"protein_coding","ACZ81_05830","insulinase family protein","WP_014975976.1"
"ACZ81_RS05835","gene","gshA","protein_coding","ACZ81_05835","glutamate--cysteine ligase","WP_081106069.1"
"ACZ81_RS05840","gene",NA,"protein_coding","ACZ81_05840","hypothetical protein","WP_014948754.1"
"ACZ81_RS05845","gene",NA,"protein_coding","ACZ81_05845","hypothetical protein","WP_061485144.1"
"ACZ81_RS05850","gene",NA,"protein_coding","ACZ81_05850","hypothetical protein","WP_014948756.1"
"ACZ81_RS05855","gene","smrB","protein_coding","ACZ81_05855","endonuclease SmrB","WP_061485145.1"
"ACZ81_RS05860","gene","prmB","protein_coding","ACZ81_05860","50S ribosomal protein L3 N(5)-glutamine methyltransferase","WP_039226525.1"
"ACZ81_RS05865","gene","aroC","protein_coding","ACZ81_05865","chorismate synthase","WP_014948759.1"
"ACZ81_RS05870","gene",NA,"protein_coding","ACZ81_05870","MFS transporter","WP_061485147.1"
"ACZ81_RS05875","gene",NA,"protein_coding","ACZ81_05875","SpoVR family protein","WP_014978686.1"
"ACZ81_RS05880","gene",NA,"protein_coding","ACZ81_05880","YeaH/YhbH family protein","WP_061485149.1"
"ACZ81_RS05885","gene",NA,"protein_coding","ACZ81_05885","PrkA family serine protein kinase","WP_014975982.1"
"ACZ81_RS05890","gene","sodB","protein_coding","ACZ81_05890","superoxide dismutase [Fe]","WP_014948764.1"
"ACZ81_RS05895","gene",NA,"protein_coding","ACZ81_05895","Grx4 family monothiol glutaredoxin","WP_014948765.1"
"ACZ81_RS05900","gene",NA,"protein_coding","ACZ81_05900","TonB-dependent receptor","WP_039226539.1"
"ACZ81_RS05905","gene",NA,"protein_coding","ACZ81_05905","RNA polymerase sigma factor","WP_014948766.1"
"ACZ81_RS05910","gene",NA,"protein_coding","ACZ81_05910","FecR domain-containing protein","WP_014948767.1"
"ACZ81_RS05915","gene",NA,"protein_coding","ACZ81_05915","TonB-dependent receptor","WP_061485151.1"
"ACZ81_RS05920","gene",NA,"protein_coding","ACZ81_05920","bacterioferritin-associated ferredoxin","WP_014948769.1"
"ACZ81_RS05925","gene",NA,"protein_coding","ACZ81_05925","peroxiredoxin C","WP_014948770.1"
"ACZ81_RS05930","gene","rnt","protein_coding","ACZ81_05930","ribonuclease T","WP_061485153.1"
"ACZ81_RS05935","gene",NA,"protein_coding","ACZ81_05935","OmpA family protein","WP_014975986.1"
"ACZ81_RS05940","gene","glpQ","protein_coding","ACZ81_05940","glycerophosphodiester phosphodiesterase","WP_061485154.1"
"ACZ81_RS05945","gene","gloA","protein_coding","ACZ81_05945","lactoylglutathione lyase","WP_014948774.1"
"ACZ81_RS05950","gene",NA,"protein_coding","ACZ81_05950","SDR family oxidoreductase","WP_014975988.1"
"ACZ81_RS05955","gene",NA,"protein_coding","ACZ81_05955","cold-shock protein","WP_014948776.1"
"ACZ81_RS05960","gene",NA,"protein_coding","ACZ81_05960","hypothetical protein","WP_014948777.1"
"ACZ81_RS05965","gene",NA,"protein_coding","ACZ81_05965","M20/M25/M40 family metallo-hydrolase","WP_014948778.1"
"ACZ81_RS05970","gene",NA,"protein_coding","ACZ81_05970","endonuclease III","WP_014975990.1"
"ACZ81_RS05975","gene",NA,"protein_coding","ACZ81_05975","electron transport complex subunit E","WP_039233136.1"
"ACZ81_RS05980","gene",NA,"protein_coding","ACZ81_05980","RnfABCDGE type electron transport complex subunit G","WP_061485156.1"
"ACZ81_RS05985","gene","rsxD","protein_coding","ACZ81_05985","electron transport complex subunit RsxD","WP_061485157.1"
"ACZ81_RS05990","gene","rsxC","protein_coding","ACZ81_05990","electron transport complex subunit RsxC","WP_061485159.1"
"ACZ81_RS05995","gene","rsxB","protein_coding","ACZ81_05995","electron transport complex subunit RsxB","WP_014975992.1"
"ACZ81_RS06000","gene","rsxA","protein_coding","ACZ81_06000","electron transport complex subunit RsxA","WP_014975993.1"
"ACZ81_RS06005","gene",NA,"tRNA","ACZ81_06005","tRNA-Asn",NA
"ACZ81_RS06010","gene",NA,"tRNA","ACZ81_06010","tRNA-Asn",NA
"ACZ81_RS06015","gene",NA,"protein_coding","ACZ81_06015","MATE family efflux transporter","WP_230633742.1"
"ACZ81_RS06020","gene","uvrB","protein_coding","ACZ81_06020","excinuclease ABC subunit UvrB","WP_014948785.1"
"ACZ81_RS06025","gene",NA,"protein_coding","ACZ81_06025","LysR family transcriptional regulator","WP_014948786.1"
"ACZ81_RS06030","gene","queC","protein_coding","ACZ81_06030","7-cyano-7-deazaguanine synthase QueC","WP_014975995.1"
"ACZ81_RS06035","gene","queE","protein_coding","ACZ81_06035","7-carboxy-7-deazaguanine synthase QueE","WP_061485161.1"
"ACZ81_RS06040","gene",NA,"protein_coding","ACZ81_06040","amino acid ABC transporter substrate-binding protein","WP_061485163.1"
"ACZ81_RS06045","gene",NA,"protein_coding","ACZ81_06045","IS4 family transposase","WP_061485165.1"
"ACZ81_RS06050","gene","asnB","protein_coding","ACZ81_06050","asparagine synthase B","WP_014948790.1"
"ACZ81_RS06055","gene",NA,"protein_coding","ACZ81_06055","M28 family metallopeptidase","WP_061485167.1"
"ACZ81_RS06060","gene",NA,"protein_coding","ACZ81_06060","DUF3025 domain-containing protein","WP_061485169.1"
"ACZ81_RS06065","gene",NA,"protein_coding","ACZ81_06065","IS110 family transposase","WP_061485171.1"
"ACZ81_RS06070","gene",NA,"protein_coding","ACZ81_06070","YIP1 family protein","WP_014948793.1"
"ACZ81_RS06075","gene",NA,"protein_coding","ACZ81_06075","SLC13 family permease","WP_061485173.1"
"ACZ81_RS06080","gene","cysN","protein_coding","ACZ81_06080","sulfate adenylyltransferase subunit CysN","WP_061485175.1"
"ACZ81_RS06085","gene","cysQ","protein_coding","ACZ81_06085","3'(2')%2C5'-bisphosphate nucleotidase CysQ","WP_014975999.1"
"ACZ81_RS06090","gene","cysC","protein_coding","ACZ81_06090","adenylyl-sulfate kinase","WP_014948796.1"
"ACZ81_RS06095","gene","cysD","protein_coding","ACZ81_06095","sulfate adenylyltransferase subunit CysD","WP_014948797.1"
"ACZ81_RS06100","gene","putP","protein_coding","ACZ81_06100","sodium/proline symporter PutP","WP_061485177.1"
"ACZ81_RS06105","gene",NA,"protein_coding","ACZ81_06105","GGDEF domain-containing protein","WP_061485179.1"
"ACZ81_RS06110","gene",NA,"protein_coding","ACZ81_06110","DUF3379 domain-containing protein","WP_014948800.1"
"ACZ81_RS06115","gene",NA,"protein_coding","ACZ81_06115","sigma-70 family RNA polymerase sigma factor","WP_039233340.1"
"ACZ81_RS06120","gene",NA,"protein_coding","ACZ81_06120","DUF885 domain-containing protein","WP_061485181.1"
